,time,client_idx,neighbors,round_idx,epoch,data_size,train_loss,test_loss,test_acc,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
0,2024-10-27 22:41:17.022904,2,[0],0,0,18786,2.288148517811552,2.276021492385864,0.2482,0.2486624203821656,0.9959183673469387,0.3979612640163099,980.0,0.20753336990309015,1.0,0.3437310720775288,1135.0,0.0,0.0,0.0,1032.0,0.6122112211221122,0.3673267326732673,0.4591584158415842,1010.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,892.0,0.0,0.0,0.0,958.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,974.0,0.0,0.0,0.0,1009.0,0.10684070114073681,0.2363245100020206,0.12008507519354228,10000.0,0.1097572880147863,0.2482,0.12438868055439789,10000.0
1,2024-10-27 22:41:20.401535,2,[0],0,1,18786,2.2558108388616684,2.237855394744873,0.3218,0.3069118579581484,0.9877551020408163,0.4683115626511853,980.0,0.24884691412255655,0.9982378854625551,0.39838255977496484,1135.0,0.9865470852017937,0.2131782945736434,0.350597609561753,1032.0,0.3974226804123711,0.7633663366336634,0.5227118644067796,1010.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,892.0,0.0,0.0,0.0,958.0,1.0,0.09922178988326848,0.18053097345132743,1028.0,1.0,0.006160164271047228,0.012244897959183673,974.0,0.8181818181818182,0.017839444995044598,0.03491755577109602,1009.0,0.4757910355876688,0.3085759017860039,0.19676970235762897,10000.0,0.4830273822018287,0.3218,0.20336094379545686,10000.0
2,2024-10-27 22:41:24.076510,1,[0],0,0,21131,2.2869261453586667,2.272903678894043,0.1702,0.0,0.0,0.0,980.0,0.0,0.0,0.0,1135.0,0.0,0.0,0.0,1032.0,0.9341463414634147,0.3792079207920792,0.5394366197183098,1010.0,0.11282346175963197,0.9989816700610998,0.20274878578071717,982.0,0.0,0.0,0.0,892.0,0.3738738738738739,0.3465553235908142,0.35969664138678226,958.0,0.0,0.0,0.0,1028.0,0.8571428571428571,0.006160164271047228,0.012232415902140673,974.0,0.0,0.0,0.0,1009.0,0.22779865342397776,0.17309050787150404,0.111411446278795,10000.0,0.22473087583543216,0.1702,0.11004340490893796,10000.0
3,2024-10-27 22:41:27.746749,1,[0],0,1,21131,2.2489031214862045,2.222891050720215,0.4073,1.0,0.09081632653061225,0.166510757717493,980.0,0.9893364928909952,0.73568281938326,0.8438605356240525,1135.0,1.0,0.022286821705426358,0.043601895734597156,1032.0,0.6335453100158982,0.7891089108910891,0.7028218694885362,1010.0,0.20701381509032943,0.9918533604887984,0.34253560752593637,982.0,0.0,0.0,0.0,892.0,0.39225512528473805,0.8987473903966597,0.5461465271170314,958.0,0.0,0.0,0.0,1028.0,0.5575620767494357,0.5071868583162218,0.5311827956989247,974.0,0.0,0.0,0.0,1009.0,0.47797128200313976,0.4035682487712068,0.3176659988906571,10000.0,0.48969111217427697,0.4073,0.32527598776573075,10000.0
4,2024-10-27 22:41:31.291511,0,"[1, 2]",0,0,20082,2.2891657969374566,2.2734425773620606,0.2366,0.1636333277675739,1.0,0.28124551585593344,980.0,0.0,0.0,0.0,1135.0,0.3082191780821918,0.2616279069767442,0.2830188679245283,1032.0,0.20236686390532543,0.33861386138613864,0.25333333333333335,1010.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,892.0,1.0,0.12108559498956159,0.21601489757914338,958.0,0.4939668174962293,0.6371595330739299,0.556499575191164,1028.0,0.0,0.0,0.0,974.0,1.0,0.002973240832507433,0.005928853754940711,1009.0,0.31681861872513206,0.23614601372588823,0.15960410436390432,10000.0,0.3157631273923547,0.2366,0.16085687925196657,10000.0
5,2024-10-27 22:41:34.830540,0,"[1, 2]",0,1,20082,2.2503239001817765,2.224482827377319,0.4036,0.24548192771084337,0.9979591836734694,0.39403706688154716,980.0,0.9950738916256158,0.7118942731277533,0.829994863893169,1135.0,0.7315436241610739,0.42248062015503873,0.5356265356265356,1032.0,0.7419354838709677,0.2732673267326733,0.3994211287988423,1010.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,892.0,0.9015444015444015,0.48747390396659707,0.6327913279132791,958.0,0.27128547579298834,0.9484435797665369,0.4218952834270878,1028.0,0.0,0.0,0.0,974.0,0.7741935483870968,0.09514370664023786,0.16946160635481025,1009.0,0.4661058353092987,0.3936662594062306,0.33832278128952714,10000.0,0.4798011311112916,0.4036,0.349529162523205,10000.0
6,2024-10-27 22:41:38.382237,0,"[1, 2]",1,0,20082,2.1796295547940927,2.12701358127594,0.4399,0.284259528658714,0.996938775510204,0.442381707040978,980.0,0.9591254752851711,0.8889867841409692,0.9227251943301326,1135.0,0.8763557483731019,0.39147286821705424,0.5411922304085733,1032.0,0.7054794520547946,0.30594059405940593,0.42679558011049723,1010.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,892.0,0.7683544303797468,0.6336116910229646,0.6945080091533181,958.0,0.2704109589041096,0.9601167315175098,0.42197520307823855,1028.0,1.0,0.006160164271047228,0.012244897959183673,974.0,0.6024096385542169,0.09910802775024777,0.1702127659574468,1009.0,0.5466395232209855,0.4282335636489402,0.3632035588038368,10000.0,0.5580012466789019,0.4399,0.3753201479154725,10000.0
7,2024-10-27 22:41:42.072980,0,"[1, 2]",1,1,20082,2.0292927789839967,1.913929405784607,0.4717,0.34680014301036827,0.9897959183673469,0.5136351601800371,980.0,0.85703125,0.9665198237885463,0.9084886128364389,1135.0,0.8896247240618101,0.3905038759689923,0.5427609427609428,1032.0,0.6914191419141914,0.41485148514851483,0.5185643564356436,1010.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,892.0,0.7024875621890547,0.7369519832985386,0.7193071828833418,958.0,0.27262631871182674,0.9552529182879378,0.4241900647948164,1028.0,0.96,0.07392197125256673,0.13727359389895138,974.0,0.37362637362637363,0.06739345887016848,0.11418975650713686,1009.0,0.5093615513513624,0.45951914349826123,0.38784096702973087,10000.0,0.5194292608667165,0.4717,0.399246193805968,10000.0
8,2024-10-27 22:41:45.738587,1,[0],1,0,21131,2.1873156587613702,2.1255842359542845,0.612,0.5368303571428571,0.9816326530612245,0.6940836940836941,980.0,0.9206625980819529,0.9303964757709251,0.9255039439088519,1135.0,0.8774080560420315,0.48546511627906974,0.6250779787897692,1032.0,0.48281596452328157,0.8623762376237624,0.6190476190476191,1010.0,0.9681528662420382,0.15478615071283094,0.266900790166813,982.0,0.0,0.0,0.0,892.0,0.6958808063102542,0.8288100208768268,0.7565507384468795,958.0,0.4429783223374175,0.914396887159533,0.5968253968253968,1028.0,0.6904145077720207,0.5472279260780287,0.6105383734249714,974.0,0.6295546558704453,0.30822596630327054,0.4138389886892881,1009.0,0.62446981343223,0.6013317433865473,0.5508367523383282,10000.0,0.6344621057627905,0.612,0.5613604172503547,10000.0
9,2024-10-27 22:41:49.410222,1,[0],1,1,21131,2.0408819423851687,1.903872183609009,0.6585,0.6018867924528302,0.976530612244898,0.7447470817120623,980.0,0.8649722001588562,0.9594713656387666,0.9097744360902256,1135.0,0.941320293398533,0.37306201550387597,0.5343511450381679,1032.0,0.5098389982110912,0.8465346534653465,0.6363974692966133,1010.0,0.9095477386934674,0.5529531568228105,0.6877770740975301,982.0,0.0,0.0,0.0,892.0,0.6448382126348228,0.8736951983298539,0.7420212765957447,958.0,0.5443786982248521,0.8949416342412452,0.6769683590875644,1028.0,0.6279547790339157,0.6273100616016427,0.6276322547508988,974.0,0.7652859960552268,0.38453914767096137,0.5118733509234829,1009.0,0.6410023708863595,0.64890378455194,0.607154244759229,10000.0,0.6512326148439614,0.6585,0.616662892080288,10000.0
