,time,client_idx,neighbors,round_idx,epoch,data_size,train_loss,global_test_acc,global_test_loss
35,2024-10-22 02:11:20.592134,2,"[0, 3]",1,1,79,2.3016770839691163,0.1327,2.302403979110718
36,2024-10-22 02:11:21.838146,4,"[5, 7]",1,0,2262,2.301843975631284,0.1135,2.3014446670532225
37,2024-10-22 02:11:23.096785,4,"[5, 7]",1,1,2262,2.3016224394381886,0.1135,2.301247498703003
38,2024-10-22 02:11:27.290512,9,"[7, 8]",1,0,25655,2.2997415758427837,0.1028,2.2986100269317626
39,2024-10-22 02:11:31.473349,9,"[7, 8]",1,1,25655,2.297321704706349,0.1028,2.2961154220581053
40,2024-10-22 02:11:32.454054,3,"[1, 2, 5]",2,0,10,2.3044207096099854,0.1153,2.302488454055786
41,2024-10-22 02:11:33.428042,3,"[1, 2, 5]",2,1,10,2.3043510913848877,0.1175,2.302489670944214
42,2024-10-22 02:11:34.965363,1,"[0, 3]",2,0,4425,2.301860520986013,0.1135,2.301671643447876
43,2024-10-22 02:11:36.518616,1,"[0, 3]",2,1,4425,2.3013279687626698,0.1135,2.3012175399780275
44,2024-10-22 02:11:38.338222,5,"[3, 4]",2,0,6727,2.3022636840575665,0.1135,2.3018955509185792
45,2024-10-22 02:11:40.158049,5,"[3, 4]",2,1,6727,2.3019302553915355,0.1135,2.3015790084838867
46,2024-10-22 02:11:41.486766,6,[7],2,0,2803,2.301344485445456,0.103,2.301100779724121
47,2024-10-22 02:11:42.819329,6,[7],2,1,2803,2.301081653345715,0.1934,2.300878276062012
48,2024-10-22 02:11:44.187452,7,"[4, 6, 9]",2,0,3182,2.302518729588494,0.1135,2.3017266807556154
49,2024-10-22 02:11:45.563561,7,"[4, 6, 9]",2,1,3182,2.302374125725061,0.1135,2.3016451194763183
50,2024-10-22 02:11:46.551072,2,"[0, 3]",2,0,79,2.301632308959961,0.1278,2.302401906204224
51,2024-10-22 02:11:47.533714,2,"[0, 3]",2,1,79,2.3016168117523192,0.1271,2.30239690246582
52,2024-10-22 02:11:51.725551,9,"[7, 8]",2,0,25655,2.299633017501926,0.1135,2.299258896255493
53,2024-10-22 02:11:55.905470,9,"[7, 8]",2,1,25655,2.2984022197877976,0.1135,2.2980560791015625
54,2024-10-22 02:11:58.391160,8,[9],2,0,12042,2.295783225600305,0.1735,2.29479860496521
55,2024-10-22 02:12:00.901330,8,[9],2,1,12042,2.2943401960421053,0.2068,2.2933071647644043
56,2024-10-22 02:12:02.224334,0,"[1, 2]",2,0,2815,2.3021856370297344,0.1137,2.3020122180938722
57,2024-10-22 02:12:03.553766,0,"[1, 2]",2,1,2815,2.3019154925238,0.1135,2.301758749771118
58,2024-10-22 02:12:04.814755,4,"[5, 7]",2,0,2262,2.3023954075826727,0.1135,2.302128020095825
59,2024-10-22 02:12:06.087707,4,"[5, 7]",2,1,2262,2.3023200051885255,0.1135,2.30207172164917
60,2024-10-22 02:12:07.057371,3,"[1, 2, 5]",3,0,10,2.3056142330169678,0.1135,2.3021567207336426
61,2024-10-22 02:12:08.019852,3,"[1, 2, 5]",3,1,10,2.30554461479187,0.1135,2.3021578449249267
62,2024-10-22 02:12:09.336644,6,[7],3,0,2803,2.301614648916505,0.1135,2.3015624561309815
63,2024-10-22 02:12:10.654557,6,[7],3,1,2803,2.3014946417375044,0.1135,2.3014812171936034
64,2024-10-22 02:12:14.834926,9,"[7, 8]",3,0,25655,2.298387409891571,0.1135,2.2979501598358154
65,2024-10-22 02:12:19.012979,9,"[7, 8]",3,1,25655,2.2970397667100007,0.1135,2.296560294723511
66,2024-10-22 02:12:21.490002,8,[9],3,0,12042,2.299187853041873,0.1137,2.2986542514801025
67,2024-10-22 02:12:23.960114,8,[9],3,1,12042,2.2985800287796363,0.1137,2.2980844089508055
68,2024-10-22 02:12:25.481937,1,"[0, 3]",3,0,4425,2.3017586232953122,0.1135,2.301691488647461
69,2024-10-22 02:12:27.006262,1,"[0, 3]",3,1,4425,2.3013608490086637,0.1135,2.301369263458252
70,2024-10-22 02:12:28.251063,4,"[5, 7]",3,0,2262,2.302216687672575,0.1135,2.3019328685760496
71,2024-10-22 02:12:29.495962,4,"[5, 7]",3,1,2262,2.302154910396522,0.1135,2.3018902061462403
72,2024-10-22 02:12:30.869571,7,"[4, 6, 9]",3,0,3182,2.3021638525191266,0.1135,2.3012749046325682
73,2024-10-22 02:12:32.243178,7,"[4, 6, 9]",3,1,3182,2.3020331368374465,0.1135,2.30120986289978
74,2024-10-22 02:12:34.060956,5,"[3, 4]",3,0,6727,2.3023674567351713,0.1135,2.3020898921966553
75,2024-10-22 02:12:35.891053,5,"[3, 4]",3,1,6727,2.302171389450653,0.1135,2.3019109977722167
76,2024-10-22 02:12:36.874472,2,"[0, 3]",3,0,79,2.301359462738037,0.1135,2.302015809249878
77,2024-10-22 02:12:37.858536,2,"[0, 3]",3,1,79,2.3013443470001222,0.1135,2.3020110126495363
78,2024-10-22 02:12:39.187319,0,"[1, 2]",3,0,2815,2.3019391880794005,0.1135,2.3018471542358396
79,2024-10-22 02:12:40.504876,0,"[1, 2]",3,1,2815,2.301752896471457,0.1135,2.301674217224121
80,2024-10-22 02:12:41.881817,7,"[4, 6, 9]",4,0,3182,2.302036989873378,0.1135,2.3012584476470948
81,2024-10-22 02:12:43.245122,7,"[4, 6, 9]",4,1,3182,2.3019193920058822,0.1135,2.301204737854004
82,2024-10-22 02:12:45.050277,5,"[3, 4]",4,0,6727,2.3021300025903697,0.1135,2.3018731021881105
83,2024-10-22 02:12:46.855169,5,"[3, 4]",4,1,6727,2.3019627845202377,0.1135,2.3017234092712404
84,2024-10-22 02:12:49.336469,8,[9],4,0,12042,2.300142313538003,0.1135,2.299702262496948
85,2024-10-22 02:12:51.808061,8,[9],4,1,12042,2.2997070606327945,0.1135,2.2993178554534914
86,2024-10-22 02:12:53.324098,1,"[0, 3]",4,0,4425,2.301544909012447,0.1135,2.3015681442260743
87,2024-10-22 02:12:54.839281,1,"[0, 3]",4,1,4425,2.3012146639909985,0.1135,2.3013079639434815
88,2024-10-22 02:12:56.086939,4,"[5, 7]",4,0,2262,2.3020754364174856,0.1135,2.301766669845581
89,2024-10-22 02:12:57.331347,4,"[5, 7]",4,1,2262,2.302015657156286,0.1135,2.30172642288208
90,2024-10-22 02:12:58.646036,0,"[1, 2]",4,0,2815,2.301767110824585,0.1135,2.3016982006072997
91,2024-10-22 02:12:59.959790,0,"[1, 2]",4,1,2815,2.301620988683267,0.1135,2.301564224243164
92,2024-10-22 02:13:00.924376,3,"[1, 2, 5]",4,0,10,2.306156635284424,0.1135,2.301933023452759
93,2024-10-22 02:13:01.898416,3,"[1, 2, 5]",4,1,10,2.3060879707336426,0.1135,2.301934143447876
94,2024-10-22 02:13:06.091024,9,"[7, 8]",4,0,25655,2.299436419533375,0.1135,2.299199164199829
95,2024-10-22 02:13:10.267074,9,"[7, 8]",4,1,25655,2.298498970314749,0.1135,2.2982977352142333
96,2024-10-22 02:13:11.238353,2,"[0, 3]",4,0,79,2.3012403011322022,0.1135,2.301827785110474
97,2024-10-22 02:13:12.206052,2,"[0, 3]",4,1,79,2.3012269496917725,0.1135,2.3018239837646486
98,2024-10-22 02:13:13.521699,6,[7],4,0,2803,2.3012451719154012,0.1135,2.301143268585205
99,2024-10-22 02:13:14.837774,6,[7],4,1,2803,2.301140609112653,0.1135,2.301077669906616
