,time,client_idx,neighbors,round_idx,epoch,data_size,train_loss,global_test_acc,global_test_loss
45,2024-10-24 01:16:34.187382,7,"[3, 5, 8, 11]",1,1,2161,2.301901231793796,0.1009,2.3023837078094482
46,2024-10-24 01:16:37.352160,9,"[1, 3]",1,0,17492,2.3018910095940126,0.1135,2.301085404205322
47,2024-10-24 01:16:40.507238,9,"[1, 3]",1,1,17492,2.3003988682243026,0.1135,2.2996598976135254
48,2024-10-24 01:16:42.474177,8,"[2, 7, 13]",1,0,8018,2.3031972632465134,0.1032,2.302573641586304
49,2024-10-24 01:16:44.440230,8,"[2, 7, 13]",1,1,8018,2.3027494058191063,0.1032,2.302208627700806
50,2024-10-24 01:16:45.976174,5,"[1, 3, 7, 14]",1,0,4577,2.3025328747486817,0.1135,2.302360045623779
51,2024-10-24 01:16:47.514878,5,"[1, 3, 7, 14]",1,1,4577,2.3023379538532747,0.1135,2.3022316162109373
52,2024-10-24 01:16:48.482508,2,"[0, 1, 3, 4, 6, 8]",1,0,54,2.2995203733444214,0.1135,2.302442586517334
53,2024-10-24 01:16:49.449728,2,"[0, 1, 3, 4, 6, 8]",1,1,54,2.299444317817688,0.1135,2.302437316131592
54,2024-10-24 01:16:50.411258,11,"[3, 7, 12]",1,0,5,2.28903865814209,0.0974,2.302665414428711
55,2024-10-24 01:16:51.372393,11,"[3, 7, 12]",1,1,5,2.2886767387390137,0.0974,2.3026677558898925
56,2024-10-24 01:16:52.727231,14,"[1, 5]",1,0,3126,2.3014099403303496,0.1135,2.301273327255249
57,2024-10-24 01:16:54.082538,14,"[1, 5]",1,1,3126,2.3011269715367533,0.1135,2.3010200927734377
58,2024-10-24 01:16:55.074018,13,"[1, 8]",1,0,217,2.302331175122942,0.101,2.30263337059021
59,2024-10-24 01:16:56.063293,13,"[1, 8]",1,1,217,2.3022577592304776,0.101,2.3026269031524658
60,2024-10-24 01:16:57.435194,1,"[2, 3, 5, 6, 9, 10, 13, 14]",2,0,2995,2.302210172440143,0.1135,2.302237493133545
61,2024-10-24 01:16:58.774560,1,"[2, 3, 5, 6, 9, 10, 13, 14]",2,1,2995,2.3020921691935112,0.1135,2.3021772521972657
62,2024-10-24 01:16:59.938455,4,"[2, 3, 12]",2,0,1612,2.30237605784199,0.0904,2.3024362197875976
63,2024-10-24 01:17:01.103529,4,"[2, 3, 12]",2,1,1612,2.3023136323041253,0.1135,2.3024073387145996
64,2024-10-24 01:17:02.645563,5,"[1, 3, 7, 14]",2,0,4577,2.3023480953655175,0.1135,2.3022185234069825
65,2024-10-24 01:17:04.184191,5,"[1, 3, 7, 14]",2,1,4577,2.3021663614266425,0.1135,2.302101495742798
66,2024-10-24 01:17:05.959531,12,"[4, 11]",2,0,6384,2.3026885980352723,0.1039,2.302397587585449
67,2024-10-24 01:17:07.724552,12,"[4, 11]",2,1,6384,2.302431355144147,0.1032,2.302189517211914
68,2024-10-24 01:17:08.686176,11,"[3, 7, 12]",2,0,5,2.2931065559387207,0.0974,2.3024521110534666
69,2024-10-24 01:17:09.647387,11,"[3, 7, 12]",2,1,5,2.292752265930176,0.0974,2.302454108047485
